,id,name,category,weighted_score
1296,1297,Metro Coffee Company,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1298,1299,Wyoming's Rib and Chop House,"Steak, American, Fast Food",4.570719240761526
1301,1302,Albertsons Express (1076 CY Ave),"Grocery, Everyday Essentials, Convenience",4.570719240761526
1302,1303,Walgreens (1071 Cy Ave),"Pharmacy, Convenience, Everyday Essentials, Baby",4.570719240761526
1305,1306,Starbucks (Eastridge Mall- Casper),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.702656625988339
1306,1307,Silver Dollar Bar,"Burgers, American, Sandwiches",4.570719240761526
1307,1308,Pizza Place,"Pizza, American, Italian",4.570719240761526
1308,1309,Dickey's Barbecue Pit (WY-1335) 2410 Grand Ave,"BBQ, American, Chicken",4.570719240761526
1309,1310,Roxie's on Grand,"Burgers, American, Sandwiches",4.570719240761526
1310,1311,Coal Creek Coffee Co.,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1311,1312,Mariah Carey's Cookies - 2523 Grand Avenue,"Bakery, Desserts",4.570719240761526
1312,1313,Palermo's Italian Restaurant,"Italian, Pasta, Comfort Food, Exclusive to Eats",4.570719240761526
1313,1314,The Good Egg - Laramie,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
1314,1315,Sushi Boat,"Japanese, Asian, Sushi",4.570719240761526
1315,1316,O'Dwyer's Public House,"Burgers, American, Sandwiches",4.570719240761526
1316,1317,Perkins (204 30th Street),"Breakfast and Brunch, American, Dinner, Bakery",4.570719240761526
1317,1318,The Cavalryman Steakhouse,"Steak, American, Fast Food",4.570719240761526
1318,1319,Grounds Internet &amp; Coffee Lounge,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1319,1320,The lodge nutrition and energy,"Healthy, Vegetarian, Salads",4.570719240761526
1320,1321,Lovejoy's Bar &amp; Grill,"American, Burgers, Sandwiches",4.570719240761526
1321,1322,Library Sports Grille &amp; Brewery,"American, Burgers, Sandwiches",4.570719240761526
1322,1323,Sugar Mouse Cupcake House,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1323,1324,Maria's Mexican Grill and Cantina,"Mexican, Tacos, Burritos",4.570719240761526
1324,1325,Jeffrey's Bistro,"Sandwiches, American, Healthy",4.570719240761526
1325,1326,Coal Creek Tap,"American, Burgers, Sandwiches",4.570719240761526
1326,1327,Crowbar &amp; Grill,"Burgers, American, Sandwiches",4.570719240761526
1327,1328,3rd Street Bar &amp; Grill,"American, Burgers, Sandwiches",4.570719240761526
1328,1329,Boba Café,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1329,1330,Accomplice Beer Company,"American, Burgers, Sandwiches",4.570719240761526
1330,1331,Jersey Mike's Subs (3225 E Grand Ave. #2),"Sandwich, American, Burgers",4.570719240761526
1331,1332,Tyga Bites (2523 Grand Avenue Unit A)v,"American, Chicken, Comfort Food",4.570719240761526
1333,1334,Lander Bake Shop,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1334,1335,Zanmai | Sushi &amp; Korean BBQ,"Sushi, Asian, Japanese",4.570719240761526
1335,1336,Mulino Italian Bistro,"Italian, Pasta, Comfort Food",4.570719240761526
1336,1337,Thai Chef,"Thai, Asian, Noodles",4.570719240761526
1337,1338,Flat Stick Bar &amp; Grill,"Comfort Food, American, Burgers",4.570719240761526
1338,1339,El Sol De Mexico,"Mexican, Latin American, New Mexican",4.570719240761526
1339,1340,End Zone Bar and Grill,"Comfort Food, American, Burgers",4.570719240761526
1340,1341,The Whistling Grizzly Restaurant,"Burgers, American, Sandwiches, Allergy Friendly",4.570719240761526
1341,1342,Noodle Kitchen,"Asian, Asian Fusion, Korean",4.570719240761526
1342,1343,E Leaven Food Co,"Sandwiches, American, Healthy",4.570719240761526
1343,1344,Big Hole BBQ Jackson,"BBQ, American, Burgers",4.570719240761526
1344,1345,Gather,"Burgers, American, Sandwiches",4.570719240761526
1345,1346,Miazga's,"Vegetarian, Healthy, Burgers, Pasta, Salads, Sandwich",4.570719240761526
1346,1347,Pinky G's Pizzeria,"Pizza, American, Wings",4.570719240761526
1347,1348,The Kitchen,"Burgers, American, Sandwiches",4.570719240761526
1349,1350,Bin22,"Vegetarian, Vegan, Healthy, Pasta",4.570719240761526
1350,1351,Rendezvous Bistro,"Burgers, American, Sandwiches",4.570719240761526
1352,1353,The Merry Piglets Mexican Grill,"Mexican, Latin American, Desserts, Rice-bowls",4.570719240761526
1353,1354,Town Bar &amp; Grill,"American, Burgers, Sandwiches",4.570719240761526
1354,1355,Penny's Diner,"Comfort Food, American, Burgers",4.570719240761526
1355,1356,Taco Bell (82 Uinta Drive),"Burritos, Fast Food, Mexican",4.570719240761526
1356,1357,Gudino's Cafe,"Burgers, American, Sandwiches",4.570719240761526
1358,1359,Subway (1107 E Boxelder Rd),"Fast Food, Sandwich, American",4.570719240761526
1360,1361,Bakery by Perkins (2510 South Douglas),"Bakery, Dinner, Breakfast and Brunch, American",4.570719240761526
1361,1362,Lariat Cafe,"Burgers, American, Sandwiches",4.570719240761526
1362,1363,Wild Burger (2550 S Douglas Hwy.),Burgers,4.570719240761526
1363,1364,The Coop,"Latin American, Mexican, Vegetarian",4.570719240761526
1364,1365,Smiling Moose Rocky Mountain Deli (Gillette),"Sandwiches, American, Healthy",4.570719240761526
1365,1366,Hardee's (1503214),"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich",4.570719240761526
1366,1367,McDonald's (2112 WESTOVER RD),"American, burger, Fast Food",4.570719240761526
1368,1369,BurgerSear (Gillette),"Burgers, American, Sandwiches",4.570719240761526
1370,1371,Legends,"American, Burgers, Sandwiches",4.570719240761526
1373,1374,Walgreens (2000 S DOUGLAS HWY),"Everyday Essentials, Convenience, Home &amp; Personal Care, Pharmacy, Baby",4.570719240761526
1374,1375,Albertsons Express (2610 S Douglas Hwy),"Grocery, Convenience, Everyday Essentials",4.570719240761526
1375,1376,Pizza Ranch (1000 W. 2nd St.),"Fried Chicken, pizza",4.570719240761526
1378,1379,Subway (395 Newport Unit 305A),"Fast Food, Sandwich, American",4.570719240761526
1379,1380,Walgreens (190 SE WYOMING BLVD),"Pharmacy, Convenience, Everyday Essentials, Baby",4.570719240761526
1380,1381,City Brew Coffee,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1381,1382,Cole Creek Bar and Grill,"Burgers, American, Sandwiches",4.570719240761526
1382,1383,Hooch's,"American, Burgers, Sandwiches",4.570719240761526
1383,1384,Wyoming Ale Works,"Burgers, American, Sandwiches",4.570719240761526
1384,1385,Hardees (1503869),"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich",4.570719240761526
1387,1388,Paff's,"American, Breakfast and Brunch",4.570719240761526
1388,1389,Dragon Wall Restaurant,"Chinese, Asian, Asian Fusion",4.570719240761526
1389,1390,Wonderful Inn,"Chinese, Asian, Asian Fusion",4.570719240761526
1390,1391,Hunan Garden Restaurant,"Chinese, Asian, Asian Fusion",4.570719240761526
1391,1392,for Pete's Sake,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1392,1393,Bon Rico﻿,"Steak, American, Fast Food",4.570719240761526
1393,1394,Main Street Deli,"Comfort Food, American, Burgers",4.570719240761526
1394,1395,Cattle Company Steakhouse and Family Restaurant,"Steak, American, Fast Food",4.570719240761526
1395,1396,Don Pedro's Family Mexican,"Mexican, Latin American, New Mexican",4.570719240761526
1396,1397,Jalisco Mexican Grill,"Mexican, Latin American, New Mexican",4.570719240761526
1397,1398,KFC (737 Overthrust),"American, Fast Food, wings",4.570719240761526
1398,1399,Don Pedro Family Mexican,"Mexican, Latin American, New Mexican",4.570719240761526
1399,1400,Subway (1900 Ne 162Nd Ave Ste B105),"Fast Food, Sandwich, American",4.570719240761526
1400,1401,Beta Coffeehouse,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1401,1402,Shiki Japanese Cuisine﻿,"Japanese, Asian, Sushi",4.570719240761526
1402,1403,Il Padrino Italian Steakhouse,"Italian, Pasta, Comfort Food",4.570719240761526
1403,1404,Cody Hong Kong Restaurant,"Chinese, Asian, Asian Fusion",4.570719240761526
1405,1406,Cody Coffee Roaster,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1406,1407,Breadboard,"Comfort Food, American, Burgers",4.570719240761526
1407,1408,Heritage Bakery,"American, Breakfast and Brunch, Desserts",4.570719240761526
1408,1409,El Vaquero Mexican Restaurant,"Mexican, Latin American, New Mexican",4.570719240761526
1409,1410,Noon Break 2 Go,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
1410,1411,The Station,"Comfort Food, American, Burgers",4.570719240761526
1411,1412,Peter's Cafe &amp; Bakery,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
1412,1413,Bubba's Bar-B-Que,"American, Burgers, Sandwiches",4.570719240761526
1413,1414,Hungry Bear Restaurant,"Pizza, American, Italian",4.570719240761526
1414,1415,The Meatery,"Sandwiches, American, Healthy",4.570719240761526
1415,1416,Rawhide Coffee,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1416,1417,More Burger and Shakes,"Comfort Food, American, Burgers",4.570719240761526
1417,1418,Proud Cut Saloon,"Steak, American, Fast Food",4.570719240761526
1418,1419,Pizza On the Run,"Pizza, American, Italian",4.570719240761526
1419,1420,Trailhead Bar Grill Wood Fired Pizza,"American, Burgers, Sandwiches",4.570719240761526
1420,1421,Zapata's,"Mexican, Latin American, New Mexican",4.570719240761526
1421,1422,Pat O'Hara Brewing Co,"Burgers, American, Sandwiches",4.570719240761526
1422,1423,Pizza Hut (3901 E Pershing Blvd Unit A),"Fast Food, Italian, pizza, wings",4.570719240761526
1423,1424,Subway (2301 E Lincolnway Ste A),"Fast Food, Sandwich, American",4.570719240761526
1425,1426,Tyga Bites (4001 Laramie Street Unit A)v,"American, Chicken, Comfort Food",4.570719240761526
1426,1427,Burger King (205 North Greeley Highway),"American, burger, Fast Food, Family Meals",4.570719240761526
1428,1429,Cinnabon baked at Pilot (8020 Campstool Road),"Bakery, Desserts, Comfort Food",4.570719240761526
1431,1432,Subway (234 N Center St),"Fast Food, Sandwich, American",4.570719240761526
1433,1434,Ming House Chinese Restaurant,"Chinese, Asian, Asian Fusion",4.570719240761526
1434,1435,Cravings Coffee Shop,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1435,1436,Grandma's USA Cafe,"Sandwiches, American, Healthy",4.570719240761526
1436,1437,Portesi Fine Foods,"Italian, Pasta, Comfort Food",4.570719240761526
1437,1438,Lee Shaw Japanese &amp; Chinese,"Chinese, Asian, Seafood",4.570719240761526
1438,1439,Portesi's Fine Food,"Italian, Pasta, Comfort Food",4.570719240761526
1439,1440,China Palace Restaurant,"Chinese, Asian, Seafood",4.570719240761526
1440,1441,Hokkaido Sushi &amp; Grill,"Sushi, Asian, Japanese",4.570719240761526
1441,1442,From The Ground Up,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1442,1443,Jim's Barb-ie-Q Shack,"BBQ, American, Burgers",4.570719240761526
1443,1444,Cousins Subs,"Burgers, American, Sandwiches",4.570719240761526
1444,1445,Sportsmen's Pub,"American, Burgers, Sandwiches",4.570719240761526
1445,1446,Grand Avenue Pub &amp; Grille,"Burgers, American, Sandwiches",4.570719240761526
1446,1447,Aaron’s Wines &amp; Steins,"American, Burgers, Sandwiches",4.570719240761526
1447,1448,Rocky Rococo Pizza &amp; Pasta,"Pizza, American, Italian",4.570719240761526
1451,1452,Papa Murphy's (1025 Main Avenue),"Pizza, Comfort Food, Salads, Healthy",4.570719240761526
1453,1454,Bon Orient Buffet,"Asian Fusion, Asian, Korean",4.570719240761526
1454,1455,The Outpost Pub &amp; Provisions,"Vietnamese, Noodles, Healthy",4.570719240761526
1455,1456,46 Below,"Salads, Sandwich, Healthy, Exclusive to Eats",4.570719240761526
1457,1458,Taco House,"Mexican, Chicken, Sandwich",4.570719240761526
1458,1459,"Pizza Ranch (820 Willard Drive, Suite 220, Ashwaubenon)","Fried Chicken, pizza, Salads, Healthy",4.570719240761526
1459,1460,Papa Murphy's  (565 Swan Road),"Pizza, Italian, Comfort Food",4.570719240761526
1460,1461,Cousin's Subs (706 W. Northland Ave.),"Sandwiches, American, Healthy",4.570719240761526
1463,1464,The Cupcake Couture,"Cupcakes, Desserts",4.570719240761526
1464,1465,Auntie Anne's (185 Bay Park Square),"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",4.570719240761526
1466,1467,Toppers Pizza (Appleton),"Pizza, Italian",4.534441533007195
1470,1471,Burkel's One Block Over,"Burgers, Pizza, Bar Food",4.570719240761526
1474,1475,Pizza Ranch (N 139 Eisenhower Drive),"Fried Chicken, pizza",4.570719240761526
1477,1478,McGeorges Pub,"Burgers, Sandwiches, Bar Food",4.570719240761526
1478,1479,Chuck E. Cheese (1273 Lombardi Access Dr),"Pizza, Salads, Healthy",4.570719240761526
1479,1480,India Bhavan,"Indian, Vegetarian, Asian, Healthy",4.646992831818216
1480,1481,China moon,"Asian-owned, Stir​ Fried, Chinese",4.570719240761526
1482,1483,Panda Express (3641 W. College Av),"Asian, Chinese, Family Meals",4.644700573159312
1484,1485,Chinagate,"Chinese, Asian, Asian Fusion",4.536310297388641
1488,1489,Back 9 Pizza &amp; Pub,"Pizza, American, Italian, Salads, Sandwich",4.570719240761526
1489,1490,Fratello's Waterfront Restaurant,"American, Pizza",4.570719240761526
1490,1491,Jaripeo Mexican Grill,"Mexican, Latin American, Vegetarian, Healthy",4.570719240761526
1491,1492,Sky Host,"American, Sandwich, Burgers, Exclusive to Eats",4.570719240761526
1492,1493,Rico's Family Restaurant - Appleton,"Burgers, American, Sandwiches",4.570719240761526
1493,1494,Chili John's,"Fast Food, American",4.570719240761526
1495,1496,El Jaripeo Main St.,"Mexican, Latin American, New Mexican",4.570719240761526
1496,1497,Overtime grill &amp; pub,"American, Burgers, Sandwiches",4.570719240761526
1497,1498,A&amp;W Restaurant,"Burgers, American, Sandwiches",4.570719240761526
1498,1499,Cosmic Wings (Green Bay West),"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",4.570719240761526
1499,1500,Copper Rock Coffee (College Ave),"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1500,1501,Copper Rock Coffee (Edgewood),"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1501,1502,Buster's American Kitchen (Green Bay),"American, Burgers, Wings",4.570719240761526
1506,1507,Dairy Queen Grill &amp; Chill (1500 Scheuring Rd),"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",4.570719240761526
1507,1508,Crosswind Sports Pub &amp; Grille,"Burgers, American, Sandwiches",4.570719240761526
1508,1509,"The Country's Best Chicken (820 Willard Drive, Suite 220)","American, Fried Chicken",4.570719240761526
1511,1512,Uncle Mike's Bake Shoppe (De Pere),"American, Breakfast and Brunch, Desserts",4.570719240761526
1512,1513,Dave &amp; Buster's (Green Bay),"American, Burgers, Wings",4.570719240761526
1513,1514,Papa Murphy's  (1487 West Mason),"Pizza, Salads, Canadian, Healthy",4.570719240761526
1514,1515,Souper Day,"American, Comfort Food",4.570719240761526
1524,1525,Bakery by Perkins (3030 East College Av),"Breakfast and Brunch, American, Sandwich",4.570719240761526
1525,1526,Fox's Pizza Den,"Pizza, American, Italian",4.570719240761526
1528,1529,Out-O-Town Club,"Steak, American, Fast Food",4.570719240761526
1529,1530,Chicken Sammy's 397 (N109 Stoneybrook Rd),"American, Chicken, Fried Chicken, Sandwich, Burgers",4.570719240761526
1531,1532,A&amp;W Restaurant (3801 East Calumet St.),"Burgers, American, Sandwiches",4.570719240761526
1537,1538,El Jaripeo Freedom Rd,"Mexican, Latin American, New Mexican",4.4772565189036655
1539,1540,Perkins Restaurant &amp; Bakery (Appleton II),"Breakfast and Brunch, American, Dinner, Bakery, Desserts, Family Meals",4.53587769974327
1540,1541,Noodles &amp; Company (3719 E Calumet St),"Healthy, Pasta, Comfort Food, American, Italian, Noodles",4.648811561214255
1542,1543,Red Robin Gourmet Burgers (N109 Stoneybrook Rd),"American, Burgers, Chicken",4.534441533007195
1545,1546,Hinterland Brewery,"Pizza, Pub, Burgers, Allergy Friendly, Exclusive to Eats",4.570719240761526
1549,1550,Applebee's (Green Bay West),"American, Sandwich, Burgers, Family Friendly, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings",4.436458619806295
1558,1559,Buffalo Wild Wings (3201 E Calumet St),"wings, Chicken, Comfort Food, Family Friendly",4.3628864906966065
1559,1560,Fresh Set 397 (N109 Stoneybrook Rd),"Healthy, Salads, Vegetarian Friendly, Cafe",4.570719240761526
1560,1561,The Bar Appleton - The Avenue,"American, Burgers, Sandwiches, Wings",4.643299443616232
1561,1562,Sai Ram Indian Cuisine,"Indian, Vegetarian, Asian, Healthy, Family Friendly",4.75747644121799
1563,1564,Bamboo (2230 E Northland Ave),"Chinese, Asian, Asian Fusion, Family Friendly",4.648811561214255
1564,1565,Bona Fide Juicery (Main &amp; 4th St),"Juice and Smoothies, Family Friendly",4.749402518891478
1565,1566,Starbucks (Main &amp; North 10th),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.763181589421314
1567,1568,Subway (2151 Crooks Ave),"Fast Food, Sandwich, American",4.570719240761526
1568,1569,Tropical Smoothie Cafe (3212 E Calumet St Ste B),"Fast Food, Healthy, Juice &amp; Smoothies",4.697176642603442
1570,1571,Wings Out (Green Bay),"Wings, Chicken, American",4.570719240761526
1572,1573,Wingstop (Oneida &amp; Plymrock Terrace),"American, Wings",4.539398089700592
1574,1575,Leo's Italian Kitchen (2495 South Oneida St),"Burgers, American, Sandwiches",4.570719240761526
1575,1576,Arby's (2456 S Oneida St),"American, Sandwich, Fast Food, Kids Friendly",4.570719240761526
1577,1578,Panda Express (2435 S Oneida St),"Asian, Chinese, Family Meals",4.536310297388641
1586,1587,Cheesecake Heaven Cafe &amp; Bakery,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
1587,1588,Dunkin' (2415 Wisconsin Dells Pkwy),"Breakfast and Brunch, Donuts",4.570719240761526
1588,1589,Baskin-Robbins (1241 Kalahari Drive),"Ice Cream + Frozen Yogurt, Comfort Food, Desserts, Ice Cream &amp; Frozen Yogurt, Desserts",4.570719240761526
1592,1593,Noodles &amp; Company (2665 S Oneida St),"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",4.648811561214255
1595,1596,Subway (421 Wisconsin Dells Pkwy),"Fast Food, Sandwich, American",4.570719240761526
1599,1600,The Green Owl,"American, Traditional American, Pub, Bar Food, Pizza",4.570719240761526
1603,1604,Ravina Bay Bar and Grill,"Burgers, American, Sandwiches",4.570719240761526
1605,1606,Auntie Anne's (210  North Gasser Road),"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",4.570719240761526
1606,1607,Mary's Place,"Sandwich, Burgers",4.570719240761526
1610,1611,Boomtown Saloon ,"American, Burgers, Pizza",4.570719240761526
1611,1612,Perkins Restaurant &amp; Bakery (811 N Frontage Rd),"Breakfast and Brunch, American, Dinner, Bakery",4.570719240761526
1612,1613,Poor Richard's Bar,"American, Burgers, Sandwiches",4.570719240761526
1613,1614,The Keg &amp; Patio,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
1614,1615,Wintergreen Grille &amp; Bar,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
1616,1617,Ishnala Supper Club,"Steak, American, Fast Food",4.570719240761526
1617,1618,Dunkin' (1241 Kalahari Drive Suite 5),"Breakfast and Brunch, Coffee and Tea, American, Breakfast &amp; Brunch, Donuts",4.570719240761526
1618,1619,Tugs Kitchen,"Burgers, American, Sandwiches",4.570719240761526
1619,1620,Sand Bar,"American, Burgers, Sandwiches",4.570719240761526
1620,1621,RuBBs Steakhouse,"Steak, American, Fast Food",4.570719240761526
1621,1622,Dells Pizza Lab,"Pizza, American, Italian",4.570719240761526
1622,1623,High Rock Cafe,"Burgers, American, Sandwiches",4.570719240761526
1623,1624,Asgard Axe &amp; tap,"Pizza, American, Italian",4.570719240761526
1624,1625,Mexicali Rose,"Mexican, Latin American, New Mexican",4.570719240761526
1626,1627,Dells Distillery,"Burgers, American, Sandwiches",4.570719240761526
1628,1629,Cosmic Wings (Wisconsin Dells),"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",4.570719240761526
1638,1639,Subway (320 S Kensington Dr),"Fast Food, Sandwich, American",4.570719240761526
1640,1641,Starbucks (Oneida &amp; Ramada),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.763181589421314
1641,1642,Papa Murphy's  (223 East Ann Street),"Pizza, Italian, Comfort Food",4.570719240761526
1644,1645,Baskin-Robbins (1714 Oshkosh Ave),"Desserts, Ice Cream + Frozen Yogurt",4.570719240761526
1645,1646,Subway (2281 Westowne Ave),"Fast Food, Sandwich, American",4.570719240761526
1646,1647,Papa Murphy's  (2314 Westowne Ave),"Pizza, Salads, Comfort Food, Healthy",4.570719240761526
1647,1648,Pappa's Cafe,"Burgers, American, Sandwiches, Breakfast and Brunch",4.570719240761526
1648,1649,Sakura Japanese Steakhouse,"Sushi, Asian, Japanese",4.570719240761526
1649,1650,Buffalo Wild Wings (500 S Koeller St),"wings, Comfort Food, Chicken",4.330775597622144
1650,1651,Fuki Asian Fusion Sushi,"Asian Fusion, Asian, Sushi",4.570719240761526
1651,1652,Marco’s Pizza (350 Ohio St),"pizza, Sandwich, Italian",4.570719240761526
1652,1653,Pizza Ranch (1051 S. Washburn Street),"Fried Chicken, pizza",4.570719240761526
1654,1655,Firehouse Subs (1890 S. Koeller St.),"Sandwich, Deli",4.570719240761526
1658,1659,Golden Corral (580 S Koeller St),"American, Comfort Food, Seafood, Family Meals",4.570719240761526
1659,1660,Game Time Sports Bar,"Burgers, Wings, Sandwich",4.570719240761526
1660,1661,Fox River Brewing (On the Water),"American, Burgers, Sandwich, Pizza",4.570719240761526
1661,1662,Los Jaripeos,"Mexican, Latin American, New Mexican, Burgers, Seafood",4.570719240761526
1662,1663,GR on the Fly,"American, Burgers, Sandwiches",4.570719240761526
1665,1666,Snaps Wraps,"Healthy, Vegetarian, Salads",4.570719240761526
1666,1667,McDonald's® (2240 WESTOWNE AVE),"American, Burgers, Fast Food, Fast Food",4.570719240761526
1667,1668,A &amp; W,"Burgers, American, Sandwiches",4.570719240761526
1668,1669,The Country's Best Chicken (1051 S. Washburn Street),"American, Fried Chicken",4.570719240761526
1669,1670,Pizza at Hwy 44,"Pizza, American, Italian",4.570719240761526
1670,1671,Alpha Dogs,"American, Burgers, Vegetarian, Sandwich, Healthy",4.570719240761526
1671,1672,Wingville (1875 S. Koeller Street),"Wings, American, Fast Food, Breakfast and Brunch, Comfort Food",4.570719240761526
1672,1673,Hardee's (2100 S Koeller Ave),"Breakfast and Brunch, Sandwich, Fast Food, American, Burgers, Chicken",4.570719240761526
1674,1675,Cousin's Subs (2231 Westowne Ave.),"Sandwiches, American, Healthy",4.570719240761526
1678,1679,Well Drive-In,"Burgers, American, Sandwiches",4.570719240761526
1689,1690,Casey's  (1686 Oshkosh Ave),"Pizza, Snacks, Convenience, Everyday Essentials",4.570719240761526
1690,1691,A&amp;W All-American Food (1370 Jacobsen Rd),"Burgers, American, Sandwiches",4.570719240761526
1693,1694,Casey's  (2322 Jackson St),"Pizza, Comfort Food, Snacks, Convenience, Everyday Essentials",4.570719240761526
1694,1695,Taco Bell (1800 W Jackson),"Burritos, Fast Food, Mexican",4.420071504800136
1697,1698,Subway (6007 W Layton Ave),"Fast Food, Sandwich, American",4.570719240761526
1698,1699,Subway (10009 Northwestern Ave),"Fast Food, Sandwich, American",4.570719240761526
1699,1700,Home table,"Burgers, American, Sandwiches",4.570719240761526
1700,1701,Toscana Italian Ristorante,"Italian, Breakfast and Brunch, Pizza",4.570719240761526
1701,1702,Tandoor Cuisine,"Indian, Indian Curry, Chicken",4.570719240761526
1705,1706,Orange Leaf Frozen Yogurt (1190 West Sunset Drive),"Ice Cream + Frozen Yogurt, Desserts",4.570719240761526
1706,1707,Zappi's Pizza (Dolphin Dr),Italian,4.570719240761526
1707,1708,Starbucks (Howell &amp; Puetz),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.645375487334353
1711,1712,Honey Dip Donuts,"Breakfast and Brunch, Bakery",4.570719240761526
1712,1713,Auntie Anne's (5300 South 76th St Space 1270B),"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",4.570719240761526
1716,1717,Arby's (1920 W Ryan Rd),"American, Burgers, Sandwiches",4.570719240761526
1722,1723,Dumpling &amp; Bao house,"Asian, Noodles, Vegetarian",4.570719240761526
1726,1727,Bel Gusto's Pizza &amp; Pasta,"Pizza, Pasta, Comfort Food",4.570719240761526
1727,1728,Michael’s Italian Restaurant,"Italian, Pasta, Comfort Food",4.570719240761526
1728,1729,Shish kabob,"Middle Eastern, Arabian, Chicken, Family Meals",4.570719240761526
1729,1730,Indian kitchen &amp; Grill,"Indian, Vegetarian, Asian",4.570719240761526
1733,1734,Jin’s Sushi Seafood &amp; Bar,"Sushi, Asian, Japanese, Rolls, Salads, Rice-bowls, Desserts, Seafood, Chicken, Healthy",4.645040102175593
1738,1739,Pho Cali Noodle House,"Vietnamese, Noodles, Sandwich, Asian",4.449150053740353
1739,1740,Teriyaki Madness (5730 S 108th St),"Asian Fusion, Asian, Korean, Healthy",4.590954067823937
1742,1743,The Pivot Room,"Burgers, American, Sandwiches",4.570719240761526
1743,1744,Ferch’s Malt Shoppe &amp; Grille,"American, Burgers, Sandwich, Juice and Smoothies, Ice Cream + Frozen Yogurt",4.570719240761526
1744,1745,Brass Monkey Pub,"Burgers, American, Sandwiches",4.570719240761526
1745,1746,Habanero's Mexican Kitchen,"Mexican, Latin American, New Mexican",4.570719240761526
1748,1749,Ground Round (Brookfield),"Burgers, American, Sandwiches",4.570719240761526
1749,1750,McCarty Park Sports Pub &amp; Grill (Mikwaukee),"Burgers, American, Sandwiches",4.570719240761526
1750,1751,Arby's (7621 West Rawson Ave),"Sandwich, Fast Food, American, Burgers, Sandwiches",4.570719240761526
1751,1752,G&amp;Cs Meet Mkt. Bar &amp; Grill,"Burgers, American, Sandwiches",4.570719240761526
1752,1753,Mexican Village Restaurant,"Mexican, Latin American, New Mexican",4.570719240761526
1755,1756,B-Lazy Diner,"Burgers, American, Sandwiches",4.570719240761526
1757,1758,StoneFire Pizza Co. (Mikwaukee),"Pizza, American, Italian",4.570719240761526
1758,1759,Zagel's Pizza Bagels,"Burgers, American, Sandwiches",4.570719240761526
1759,1760,Outlaw Burger (340 High St),"American, Burgers, Sandwiches",4.570719240761526
1762,1763,La Mesa Mexican Grill,"Mexican, Latin American, New Mexican",4.570719240761526
1763,1764,Zaffiro's Pizza (Ridge),"Pizza, American, Italian",4.570719240761526
1769,1770,Woops! Macaron and Cookies,"Desserts, Bakery",4.570719240761526
1770,1771,Rocky Rococo Pizza &amp; Pasta (Southridge Mall),"Pizza, American, Italian",4.570719240761526
1771,1772,Mama Gyros,"Burgers, American, Sandwiches",4.570719240761526
1772,1773,Don Cangrejo Cantina &amp; Restaurant,"Mexican, Latin American, New Mexican",4.570719240761526
1773,1774,Grill Shack,"Middle Eastern, Pizza, Burgers",4.570719240761526
1774,1775,Taqueria El Palmar ,"Mexican, New Mexican, Latin American",4.652855499595092
1775,1776,Arepanita's Cafe (Milwaukee),"American, Breakfast and Brunch, Desserts",4.570719240761526
1776,1777,Chicken Sammy's 625 (7575 Edgerton Ave),"American, Chicken, Fried Chicken, Sandwich, Burgers",4.570719240761526
1779,1780,The Cruise (Mikwaukee),"Burgers, American, Sandwiches",4.570719240761526
1782,1783,Crab Du Jour,"Seafood, Chicken, Snacks",4.338423708051122
